attendance_percentage,internal_exam_1,internal_exam_2,assignment_score_avg,quiz_avg,lab_performance,previous_sem_gpa,backlog_count,project_score,midterm_score,study_hours_per_day,library_visits_per_month,online_course_count,doubt_sessions_attended,age,family_income,distance_from_college_km,gender,parental_education_level,urban_or_rural,sleep_hours,stress_level,social_media_hours,internet_access_home,participation_club,participation_sports,internship_completed,health_issues,part_time_job,final_exam_score,pass_fail
100.0,74.12502470755166,81.76714186386116,71.79304107110796,52.548296248270816,70.23222056870702,8.47205479433156,0,63.34416595787018,78.62495521565015,5.628409785125331,6,6,7,24,317860.26099502225,19.313497833019422,Female,School,Rural,4.841280477207017,5.460681577634071,1.1507329537556867,No,No,No,No,No,No,100.0,Pass
84.3850102164751,68.45838302610935,72.49181548242859,63.40347028999132,46.07934471669664,53.326796094591785,6.722272925697288,0,44.85151772540591,75.17372114672935,5.176140031629144,6,7,2,22,282122.71688069066,7.967520104229751,Male,Postgraduate,Urban,7.44200339593407,4.277983894464655,4.953195627341794,No,No,Yes,Yes,Yes,No,86.86488076539844,Pass
62.14263665375576,51.46272235972494,45.33826680052442,45.78048631022867,38.301331875824815,40.0,5.464960006539308,0,40.0,62.64306829024945,2.2121071507794223,3,2,1,19,707840.2307435669,13.690561630087958,Male,Postgraduate,Rural,4.300644942875106,4.9155184172431765,3.6262994159298714,Yes,Yes,Yes,No,No,No,62.59625020593188,Pass
58.93661252908332,36.53260888920704,30.0,44.74361881934653,30.0,40.0,4.0,3,49.566954861443186,40.0,0.5,9,4,6,18,474988.7985199857,9.846540082057423,Male,Postgraduate,Urban,8.876971569107031,4.953683931420691,4.4423369443929435,No,No,Yes,No,Yes,No,30.0,Fail
82.23708622864778,56.69593794256821,80.98327987351617,64.90371640778677,30.0,51.1225659469692,6.611649196135069,0,60.33836239112462,78.53517966815353,2.691232445431917,4,1,3,22,533462.618106836,8.031090795891705,Male,School,Urban,9.0,5.499734152150965,1.887345257687419,Yes,Yes,No,No,No,No,82.59983334298803,Pass
71.64805822011223,46.74724189912764,53.96026276301427,53.95538516550376,37.15651609351446,46.47714405921844,4.899375246953027,1,40.0,46.66525308220701,1.480103537113092,7,2,1,20,561366.6136388411,8.32170458416846,Female,School,Urban,6.331952859560885,5.219699017217402,0.5467615097979652,No,No,Yes,No,Yes,No,52.889937287270435,Pass
85.71000741138138,72.07060367914116,56.223506857197364,64.53421843030291,63.62015868964032,55.07287038975855,6.103673109344449,1,44.266554271020176,79.25128103275722,2.259096042765819,6,2,2,23,619924.4630824245,15.534227757977527,Male,Graduate,Urban,5.551560078089526,3.1803856844453295,3.545205920308507,Yes,No,Yes,Yes,No,No,69.4720531412233,Pass
82.09856436860318,49.68482944975141,65.53208258442321,50.50441026360405,38.08459829870322,52.58806740971269,6.171923818037312,0,41.02823326868278,60.026568868581364,1.4183864283811225,1,4,2,22,604842.648334421,7.16145590582113,Female,Postgraduate,Urban,7.303328884914301,7.851186016938954,3.7120138859726497,Yes,Yes,No,Yes,No,No,60.71844718589612,Pass
73.9075663101469,61.49412130120103,67.71112598162847,59.47718252917614,38.48907598618008,56.75350238332722,6.593867691714003,2,40.0,82.97688598855763,0.5856928845314648,0,0,4,23,674231.1570771836,11.97067694405029,Female,Postgraduate,Rural,5.705653853399345,8.997705171594541,4.986174944150644,No,Yes,No,No,No,No,44.94025960610046,Fail
62.29809422897392,54.522487498254506,48.26325568797839,47.984242876440064,30.0,44.96698722660443,4.893674952003089,0,42.296552871103046,66.76125438496743,5.8248065524963515,5,3,0,21,130927.17177277041,11.445444541204566,Female,School,Rural,4.998900789292504,4.92556839542484,3.0769536285223715,No,No,Yes,Yes,Yes,No,68.38628642275872,Pass
52.27729162971203,56.003336591555914,54.76599123870656,52.866155004178516,31.337466188853824,47.27525153534725,5.875718908090534,0,64.45430160619695,59.746080857642916,1.9744976940848726,7,1,4,23,343154.04531902843,5.9854852870181805,Female,Graduate,Urban,4.0,5.19185912247228,3.6554144699726923,No,No,Yes,Yes,No,Yes,55.47154288904012,Pass
68.30227571899468,47.703872690360825,63.22647860251523,46.23463683251857,37.246640866792966,40.0,5.408926345950629,0,40.0,56.14874340777556,5.119001704888751,6,1,3,20,318834.554587134,5.414142395635079,Female,Postgraduate,Urban,8.543168373839242,6.207727780125265,4.577738344177205,No,Yes,No,No,No,Yes,64.25497767524838,Pass
87.84598191485209,68.40616642555256,54.33607637063328,53.834120040899855,54.62864406972653,40.0,5.973076954626953,0,46.76511639027638,67.5397742294384,2.6679436352297143,5,3,1,19,710100.8937545748,12.100173689600178,Female,Postgraduate,Urban,7.82178861938001,3.505108502636827,2.8097069812362814,Yes,No,Yes,No,Yes,Yes,77.76281202091394,Pass
78.21140616195306,75.18005838948258,52.09951294867473,64.07446377087743,52.19496443146535,56.93853108505865,6.388320509358638,0,65.4430570440207,67.55883186919927,1.3037936931713339,1,1,3,21,651362.1148158736,19.015999371209208,Male,Graduate,Urban,5.669068987442201,6.039023196824237,2.7976028332613425,No,No,No,Yes,Yes,No,64.5002897263274,Pass
56.31391831932018,38.84721757612253,54.1794185403558,46.84543195171513,34.70742886332138,47.24419278281406,4.883061983657026,0,47.719960569472775,49.103916276725606,3.7636025848935044,5,3,6,18,631753.0848884247,3.019548605318758,Female,Graduate,Rural,7.241080796647881,4.065155753777287,1.1782029709997783,Yes,No,No,No,No,Yes,61.30625818970109,Pass
77.59771388776772,44.278306352401756,31.312388388944644,52.25936857771938,37.228409763658995,46.15749156270797,4.0,0,45.766309858581536,40.0,2.4134147146006057,8,2,4,19,315266.7184448226,7.285408762603217,Female,School,Urban,5.874628297618768,4.311818545430997,3.4299210328857312,No,No,No,Yes,No,No,48.84579860208821,Fail
80.77976069593255,43.42777614629742,59.01228752070627,50.83758980212414,35.10894081886579,42.46094590497911,4.9403785922237695,0,44.645631150521936,53.13271033157433,2.689348341505129,9,4,2,21,260176.8338192889,10.062762959524665,Female,School,Rural,6.1357017621406,2.5125682054884764,1.5778495587282328,Yes,No,Yes,No,Yes,No,69.14939067635903,Pass
61.74213845698301,52.74697930508046,33.82407798079224,58.98127403467813,31.380398820958227,54.97203221902778,4.752108468013336,1,44.09365075077045,41.62265391239891,3.217358901509652,3,1,2,23,167382.9508228805,10.50423438596031,Female,Postgraduate,Urban,5.853494637122099,4.166916466481105,4.6127754702987644,Yes,No,No,Yes,No,No,55.279131679653766,Pass
77.30587658918292,41.31832428904107,53.483281768633645,69.01288634667551,31.182382669225863,59.71031587359433,4.628883227343907,0,58.33671868730154,55.71068926738878,1.7816807463769664,3,4,1,23,568943.9099874771,9.261812055062682,Male,Graduate,Rural,7.74858848193773,5.448556075284334,3.7205364797916505,Yes,Yes,No,Yes,Yes,Yes,54.9589721434586,Pass
75.87313077669,52.545326042510624,54.32933411455646,40.69899423274009,30.0,47.67366053803584,5.0162407635489945,0,40.0,64.3837579781181,0.5682954688194615,3,2,4,20,194052.76522475254,22.18181786595246,Female,Graduate,Rural,5.930877594515036,8.476124508194829,1.0798118103011094,Yes,Yes,Yes,Yes,No,No,59.10791125993019,Pass
57.85544553254066,48.21177281583608,42.02359581707635,42.29125066798295,34.066495313166456,46.22937058679607,4.0,0,46.568795337305,54.56178833999779,2.9230955778984935,3,3,3,21,649036.766161118,8.716366433758903,Male,School,Urban,5.372135205435515,4.5016257546262315,1.9357876648075596,Yes,Yes,Yes,No,Yes,Yes,60.82155158619165,Pass
80.36681040522424,59.70149053777386,54.71581424226967,72.90611166714426,43.46780257119961,69.08193767585539,6.212454479501687,0,58.98365996911212,64.26290292778681,4.445876553950754,7,1,4,24,362253.4934298824,2.3191559352577196,Female,Postgraduate,Rural,5.105299334676251,3.9722965418036473,3.1849044163233287,No,Yes,Yes,Yes,Yes,Yes,76.05479305743175,Pass
83.41176789552351,63.45061965078749,51.246212635802145,60.05579962242139,56.500642249567335,57.59104438319653,5.741036652426485,1,51.71579380149288,57.2309737404494,1.6476131116323671,5,5,5,21,396532.8185211399,17.20146103571608,Male,Graduate,Urban,4.518903858154546,5.8912622186352195,1.0632415989710333,Yes,No,Yes,Yes,Yes,Yes,62.934698649381936,Pass
91.24576864762915,66.52578003498432,90.22886228914581,65.43775241515382,34.43761222604954,49.609197445414324,7.943168295461765,1,50.705707566826284,84.60972579767653,3.230943399398453,5,2,5,23,440401.3937071922,4.349966834587847,Male,Postgraduate,Urban,6.926139582034434,7.346884090837663,3.863682915952907,No,No,Yes,No,No,Yes,86.81228456540872,Pass
90.80703078052355,74.71514497482127,85.69919004895382,66.5856062529609,53.6811480328232,62.246447214684316,8.543618209038511,1,59.845761259152255,89.9637583737538,5.258260722823795,3,4,2,23,248797.3311316718,9.506180700541082,Male,School,Rural,4.413826171497696,7.765286514102883,2.469608437390387,Yes,No,Yes,No,Yes,No,99.69081361706152,Pass
54.33495948064363,34.982444642475805,31.69706545985553,40.0,37.83935951847424,40.0,4.0,0,42.486456152162745,40.0,2.865352669089228,7,4,2,19,681084.2355614138,6.218786001454473,Female,Postgraduate,Urban,8.382194428421938,2.1383372062757804,2.0932111133173263,Yes,Yes,No,No,No,No,41.62304409602226,Fail
60.93262440127316,41.14361353309564,63.42737337386323,40.0,35.756950246567754,40.63854837034698,4.541349721110879,0,41.40753609400926,57.99941198184947,3.1291415576937887,7,0,4,23,273440.1725730209,5.984346568150512,Female,School,Urban,7.059944069877423,5.195648952004183,6.08913595820141,Yes,Yes,No,Yes,No,No,60.765836496825834,Pass
82.7255290081299,53.45404184271135,57.77693895055591,70.27570148083416,43.735988648227135,64.17621810554564,5.596439390770973,1,53.02925165657084,59.74272086101409,3.082818530400579,2,1,6,21,445486.58583464887,3.4337593211089876,Female,Postgraduate,Rural,4.0,8.652080287033627,2.302568092919769,No,No,No,Yes,Yes,Yes,57.35423518623905,Pass
82.70678926368313,66.26560805311075,63.05128775471114,49.99419414084446,49.46092404680895,47.711930839763966,6.619825566431241,0,46.023397778870475,79.63264792157385,1.97648336116041,6,2,6,22,701883.7146819247,13.357067421887306,Male,Graduate,Rural,5.707355517084176,2.508861992719925,5.123026430603919,Yes,No,Yes,Yes,No,Yes,77.14283373684515,Pass
82.72571529459071,66.83861788391494,61.138975342514804,64.63890087097478,55.48984664855229,72.9163195140774,6.267455128241301,1,51.969932999028515,74.09808542480202,1.509968222349936,5,1,0,23,113202.46962510969,14.893564190189682,Male,Postgraduate,Urban,4.963459820711211,5.441209747824077,4.982933555623367,No,Yes,Yes,No,No,Yes,69.9328327880546,Pass
100.0,73.60980255454807,66.40251358746035,81.20605644930355,40.46605618782989,69.50773113973133,7.737484596138506,0,77.04219526901268,78.66111574149456,1.5161064460183882,2,2,2,19,228902.10858917877,12.632680689061313,Female,Graduate,Urban,4.0,5.565444219576576,5.065498653087523,Yes,No,No,Yes,No,Yes,91.40298358712738,Pass
83.5633576603975,69.60596393135792,72.15470591531985,53.33576626997014,35.676165031052776,53.286637300952094,5.844950208473211,0,46.53942395656135,65.58017251954628,3.5522747955109097,5,2,5,22,395964.3800420171,17.429754111370734,Male,Graduate,Urban,7.806818925322757,2.2717124094553403,1.7330156298830972,Yes,Yes,No,Yes,Yes,Yes,86.42431973033221,Pass
92.03348460270898,55.79576382261434,69.08063029752742,62.95356040373079,38.42678516984655,52.53690946140061,6.803848024956979,0,44.726254955297044,68.47522102067637,4.136808542899116,1,0,0,21,488619.0433624116,6.07981874624505,Female,Graduate,Rural,7.341204136205221,6.078584761058783,2.552855842046231,Yes,Yes,No,Yes,No,No,76.38209137408849,Pass
89.31002645239803,76.92380876384792,61.28600296186631,76.00927283541975,33.864988429735064,70.55126777166183,7.306067411467824,1,64.26879932908167,73.1748252893097,4.207623357656778,4,3,5,23,611033.4449524637,8.471653816547327,Male,School,Rural,8.063599112383,6.215787253824336,4.539730208634671,Yes,Yes,No,Yes,Yes,No,85.32401796417197,Pass
84.77086876958697,73.04843023545024,50.05517026222681,68.06985018030015,58.674224574694236,65.09179948563485,6.3835654137340825,0,62.665188128632295,65.56985758541929,2.432185719366806,7,0,3,24,522746.36718212167,6.483934886024954,Male,Graduate,Urban,6.822088866148435,3.9026846775790665,2.7250407968337216,Yes,No,Yes,No,Yes,No,82.44457494172335,Pass
70.27096133039481,58.047552776202856,44.740174727565424,49.86867298312415,49.59425322968524,47.081494849311404,4.0,0,46.602980828498914,47.0133829154343,4.63996281139597,5,3,2,22,590107.1716712662,12.336926980413791,Female,Postgraduate,Rural,8.238823036961868,2.61334119717182,2.2110163540005026,No,No,No,Yes,No,No,59.39781580143694,Pass
86.38453830739901,76.08511425460789,47.73614874378839,73.8849198387075,47.18426411208853,74.12341752522501,6.833007541554949,1,60.52536377540214,60.384019765412724,3.46104572926564,5,2,4,24,571136.6726228197,10.988479882524882,Female,School,Rural,7.296690634542984,7.764695602562903,4.818865557570536,No,Yes,Yes,No,No,Yes,69.68331246457218,Pass
63.40762178193643,34.79158740773967,49.33718964241037,57.83108531153562,30.0,45.959212031065995,4.0,1,47.16795452013048,46.656283597640325,3.1061133326865287,2,0,4,20,608177.3860007835,2.2636800380479025,Female,Graduate,Rural,8.07220683763954,2.7761056097149637,2.731959564221529,Yes,Yes,No,No,Yes,No,50.948799438920666,Pass
71.44772089889986,48.673047449238695,42.47436266144095,56.896773480339846,33.62504866833785,47.59409313426255,4.303524516342289,0,43.60488799675767,57.25983972448259,0.5,5,1,3,23,226615.47976558423,16.56530300051486,Male,Graduate,Urban,7.588829298006526,7.916747495086339,4.606709832753815,Yes,No,No,No,Yes,Yes,43.667967515281696,Fail
67.71954678256344,44.749300384082446,49.36210028348083,46.10256115267877,32.26574543396642,43.15632943828395,4.620273700983129,1,40.0,48.5125529147451,1.7738855825904252,6,6,3,20,395943.8124563804,5.385697834701381,Male,School,Rural,7.794973627081803,5.75602550428425,3.5312992265821257,No,No,Yes,Yes,Yes,Yes,47.52240268669136,Fail
76.22811209079484,61.50870184453564,71.24929139512037,55.465537539253816,42.922612460275666,54.65727115230839,6.841608679308788,0,43.382677265722435,68.97936425720239,0.7183531466440867,3,1,1,21,469150.47394168365,2.072964736545691,Female,School,Rural,7.536598449419119,4.670937126191419,2.5566340626466926,Yes,Yes,Yes,Yes,Yes,No,74.88865990793889,Pass
100.0,61.598874083182835,84.99299572921586,77.00470720768773,46.425181304936125,67.68034289391979,7.64930751171621,0,73.39436766939139,88.9824868779166,3.940610260596164,6,4,5,22,535233.3035021893,3.413438908695923,Male,Graduate,Urban,5.77833580848661,7.760887541577839,0.5,Yes,Yes,No,No,Yes,Yes,92.22503242892225,Pass
46.99102211112378,44.254574461374155,38.22139543120428,40.0,30.171733852756667,44.714554219063395,4.57021877178857,0,40.0,44.4570506112822,3.142549997895049,4,3,1,21,439488.2759688527,15.820969038889798,Female,School,Rural,4.0,4.479751126399856,2.5921975593681124,Yes,No,Yes,No,Yes,Yes,57.258238283846026,Pass
85.2939028556177,72.14063086534432,62.570189594720006,71.27843224657634,55.82992494702894,58.052606571463166,7.143467778042475,0,62.87873703379649,71.58267308691067,1.3920204204223365,5,2,2,20,449606.1277657453,18.015557113109217,Male,Graduate,Urban,7.445756258792264,4.97395948110923,4.139143201365762,Yes,Yes,Yes,No,No,Yes,77.53221304545417,Pass
50.80926193215522,46.047180359965125,59.82476575011098,40.0,36.1958904329815,40.0,5.420060907610368,2,40.0,57.244504362727604,3.4565438377014925,4,3,0,22,399615.1037977664,9.071496252780424,Female,Graduate,Rural,5.915135982882885,6.432522995652784,1.8587986908534013,No,No,Yes,Yes,No,No,47.261376907318734,Fail
67.92102201315849,53.0226213971871,57.356225512140135,42.08487070574727,31.957865271331176,40.51666658381684,5.726903674995158,0,45.287568699792196,52.11639257623656,0.8647614506904788,9,4,0,20,493483.6344853607,13.953163305254765,Male,Graduate,Urban,4.74819334810037,3.6726876052763364,0.8656426783074989,No,Yes,Yes,Yes,Yes,Yes,66.52066266373271,Pass
91.33425895451049,56.8975686455003,64.08920372166659,70.20007904853436,49.81944252973295,60.69698158214531,5.503961760447221,1,68.78564126153609,68.92417492407414,1.4343553525986237,11,1,5,22,953683.926269747,5.212213382144682,Male,School,Urban,6.384321965745589,5.491178983418172,3.366270301583611,No,Yes,Yes,No,No,Yes,76.59064307154098,Pass
75.96420028643195,48.80371244285625,43.11654901497624,54.73412930385403,30.0,52.04448576523255,4.2204996694821135,0,53.65909304605253,47.04287401741021,1.9346680037025896,5,1,2,23,513294.9781879319,12.69320570433389,Male,Postgraduate,Urban,6.2198972758030076,2.67075046535505,1.9599577048698367,No,Yes,No,No,Yes,Yes,58.84247312066857,Pass
58.83382833106041,55.29724824100958,50.1807205968367,41.794339528858096,37.441022458033935,40.0,5.72162855372973,1,40.90597002611739,57.55856071668471,3.810204482767298,4,3,2,19,275422.191687977,11.936243705861758,Female,Postgraduate,Rural,7.355857621927935,6.247383794588482,0.8702353139781658,Yes,Yes,Yes,Yes,Yes,No,59.8129640419335,Pass
64.27044436110047,54.797058647902944,58.06902656054393,40.0,45.6135743973455,40.0,6.061909003786685,1,40.0,64.09928039073023,5.099162518805855,5,1,6,21,691388.3457998963,3.6351450904855307,Female,School,Rural,7.8221571734198125,3.6146589868613592,5.081360895022316,No,Yes,Yes,Yes,Yes,Yes,69.43719534649458,Pass
85.19396623402014,60.804223585391725,57.05956280697666,64.77259727740137,35.697949311937876,56.36845239157876,6.25508902784063,1,49.3359872077533,75.58723873039655,2.120987327484098,4,4,3,24,145152.57678526547,9.768178702821949,Female,School,Rural,7.073334444194576,5.592136855312569,3.2341002950124977,Yes,Yes,Yes,No,No,No,67.07777401762837,Pass
64.04450052424295,45.08342394841864,52.54095289213824,49.4618646109647,34.52649954318839,44.742585057530874,4.624010461199581,1,40.0,45.905568153000985,4.983687962412416,6,3,1,24,553687.68199155,10.049176793556526,Female,Postgraduate,Rural,5.992940002397734,10.0,4.003953254194754,No,Yes,Yes,Yes,Yes,No,46.927968369298966,Fail
78.24687884372962,40.74166432134676,55.224738299273966,64.34716806427292,33.79171536880044,54.64784665232836,5.253566197002884,0,61.74118144881375,58.173094420707706,3.0711053259171903,4,1,3,23,504222.11856763193,5.6672362608263445,Male,School,Rural,4.0,3.4233920078473403,1.7680992900591712,Yes,Yes,No,Yes,Yes,Yes,71.56999472586806,Pass
75.6835775985572,46.84332720965882,55.35400144707216,58.46084725083685,30.0,50.549885522728914,4.5292442065963705,0,52.28198729842393,61.31100386540929,3.3542072413878348,5,2,3,23,817483.7257848912,13.659461671036585,Male,Postgraduate,Urban,5.778713408980512,8.254098158033846,2.714798591794616,Yes,No,Yes,No,No,No,69.24278848627523,Pass
65.22599478591275,64.42694956866544,30.0,49.72996780245545,43.076347984446976,42.3624142200429,5.260027383364408,1,50.864574927113296,48.384186147657076,2.904293163408834,5,3,2,22,548279.8565566273,4.0694134689499,Female,Graduate,Rural,6.548552179842521,4.791100611440949,4.1379346390929275,No,No,Yes,No,Yes,Yes,60.86575856988926,Pass
100.0,59.75635543198027,70.78218596283864,83.23900445753236,39.60178261751447,76.73119428524234,6.396491669118,1,78.61082270626648,73.86629378572134,2.7040293699209017,3,3,1,23,799140.4928211016,13.998397821984284,Male,School,Rural,9.0,6.637683448628378,2.439011489025072,Yes,No,No,No,Yes,Yes,76.30890530696742,Pass
84.50878533477017,62.22110977063075,72.62440349168116,54.96887861019926,37.918763047720105,50.13922891519421,7.584360866285911,0,43.89343958606467,82.2833735389073,3.6589500551083876,2,1,2,23,503670.79793831334,18.586941540482815,Male,Graduate,Urban,4.469192257441124,7.019713721715808,0.5,Yes,No,Yes,Yes,Yes,Yes,81.20452165813343,Pass
44.622861200135894,44.83326850564312,30.69083422442275,40.0,50.31335991979206,50.540514833012594,4.0,2,40.0,40.0,4.1104817792730675,7,2,4,22,579436.829819867,12.551759842654102,Male,Postgraduate,Urban,4.0,6.530294525693936,2.473748519229617,Yes,No,Yes,Yes,No,No,38.012443676805326,Fail
77.79681472154141,46.638707488906505,59.093193251155085,47.75974015151154,30.0,44.17201942888,6.168297059962341,0,43.116836370424096,59.31476915284173,1.67308304454622,6,3,3,19,377380.87424835097,14.326836910057505,Male,School,Urban,7.350569889104984,5.498114143825616,2.873951847627966,No,No,No,No,Yes,No,66.41878620838658,Pass
65.07320302847418,50.52160561533317,42.738074901589016,44.68270895992627,43.35240572174297,40.0,4.482251861264378,2,40.0,54.05864844209981,2.7160492956457407,4,3,5,18,421823.6158544158,14.239129106931728,Female,Graduate,Rural,6.561136005868215,1.2768709572300483,4.028382662683983,No,No,No,Yes,Yes,Yes,50.046086794705076,Pass
87.78650002194335,70.17522431325125,68.66564177719091,57.96195008699715,43.96272645290161,67.39361231877612,6.7523036765162345,0,47.62566008792474,77.62550617494237,5.503912645834898,4,2,5,19,623296.0033914077,14.375848852982003,Female,Graduate,Rural,5.232237072915874,6.856645906640243,3.041317673469774,No,No,Yes,No,No,No,79.788423636908,Pass
63.11218892350949,47.9673079293637,46.85769082491944,54.65212999462007,30.0,51.203462261982075,4.838669347206955,0,57.014992519573454,57.02824994143765,3.265782981477785,4,4,2,22,742185.9586331411,8.122998932788729,Female,School,Rural,7.604704228478364,5.113466667935779,2.2613092113692863,Yes,Yes,No,Yes,Yes,Yes,62.01735528408129,Pass
73.27895337799652,76.91459647213205,46.23890428887766,55.8373957294298,51.971271828519775,55.61066530490075,5.809135581650137,1,50.033718670552354,67.5745793500179,3.430040781643723,3,3,4,23,148053.54118644545,12.209128056918223,Female,Graduate,Urban,4.644437617585869,3.6034497448785783,1.9739584281030895,No,No,Yes,No,Yes,No,78.2941370050618,Pass
82.57480918470685,46.19609143979855,74.99914064671073,62.70784371714396,37.910401938979135,58.71889287293012,6.023597103674311,0,55.25828849363354,68.67823316134266,4.750902808451141,5,2,2,23,915177.3074430294,11.986837747139852,Female,School,Urban,9.0,3.885127397121659,4.602428467101931,No,Yes,Yes,No,No,Yes,81.49504435294078,Pass
87.98632791255181,71.26162498660211,74.48043327848083,58.84329862468011,55.121051592486694,55.81270507553058,6.9182897806187205,1,46.45519517566392,72.40218723179915,2.248133251073007,5,3,4,24,590423.0247519067,2.8257309905633035,Female,Graduate,Rural,7.9568919967991265,2.3147593337039765,4.67299581818667,No,No,No,Yes,Yes,No,76.60793739355847,Pass
56.99555389416336,42.8149184373263,38.998042391924436,42.79903325438412,43.187071947636326,42.453150911622146,4.0,1,43.96571361640183,46.89050137646271,2.9490590671481223,0,2,2,18,432155.01978080283,7.59670665746203,Female,Graduate,Urban,7.878895750903278,5.2890193498131275,0.8330026841843501,Yes,No,No,No,Yes,Yes,41.32793381754732,Fail
69.98248146238578,58.16485011612487,58.46649604472853,48.643479900506264,63.46088038915572,40.0,6.075010283192956,0,40.0,60.457625486343616,4.225267344897869,6,0,3,23,594156.4963521782,5.936173654430367,Female,Graduate,Urban,6.863738501964803,4.076679607803932,3.811510323856248,Yes,No,Yes,Yes,No,No,84.93642101766892,Pass
67.87582033258566,54.25594941314536,57.49340324438449,55.19725933678947,39.55768327793199,51.36298175480005,5.136684885224734,0,52.34214617134435,53.495702897840395,4.8583533469175135,5,2,2,20,390304.444504821,7.242108345535195,Female,Postgraduate,Urban,7.0164826332204,4.3326429627449805,0.9171680901493611,No,No,Yes,No,No,No,65.5478769630474,Pass
65.20006151139432,43.25478732995662,56.80305233251807,43.70240511065472,30.0,40.0,4.618794865620993,3,43.33752960890992,51.97405253461594,0.5,9,1,4,21,649801.4792500038,15.197306940272588,Female,School,Rural,5.904241503495833,6.475816458610413,4.421371739333972,Yes,Yes,No,No,Yes,Yes,41.77467602814143,Fail
100.0,71.83197113967472,56.05744104004923,84.30856055643554,51.72217729816396,71.40067142667323,5.708074984112993,0,69.55924309988345,70.56144444305032,1.89499681365694,4,3,1,24,637889.8935955686,7.557919779565028,Male,Graduate,Rural,7.124645131242102,4.411318147083137,3.551529675951463,Yes,No,No,No,Yes,Yes,74.80613574809941,Pass
81.07472566441433,43.781623787462294,70.7646370921956,50.02324481772136,30.0,40.66489111479737,5.475347704002225,0,47.24216042245935,64.8879140980501,1.5024520404760877,8,1,0,18,525697.1055875543,7.4355119820028674,Female,School,Urban,7.002472934667466,5.480271519286428,4.621257462019618,Yes,Yes,No,Yes,No,No,61.743425724646,Pass
56.08674068497432,48.478024415555744,38.759391815975995,40.0,41.49454368815128,40.0,5.017671826438548,0,40.0,41.00795339022925,2.814262344911928,7,1,1,20,318345.6724617736,10.229578453951321,Male,Graduate,Rural,8.49856163722048,4.213223796031865,3.8371971104773275,Yes,Yes,No,Yes,Yes,No,62.506861100623986,Pass
88.76792920582164,65.64602525141719,62.1208746493714,78.87795401383782,34.010300779924535,70.10712069509967,5.965378174987945,1,67.82683883739921,63.25738965004507,1.615990835109798,4,2,2,23,505135.60469923535,8.577579371924587,Female,Postgraduate,Urban,6.41476114247957,5.4177608789939775,0.5034671362081999,Yes,Yes,No,No,Yes,No,72.82038335210757,Pass
100.0,75.10928134914482,99.37881752260199,71.95402876426576,69.0122451486904,65.45009835600374,8.35858831099372,0,62.65383087242924,96.59198711403273,3.996158249264863,6,1,2,24,538578.4663599851,5.550440390130078,Male,Postgraduate,Rural,6.880825777026201,3.468654725195281,3.4028421737851264,No,Yes,Yes,No,No,Yes,100.0,Pass
90.4869789082672,72.75713394565753,69.8352700975838,59.13673458495616,55.50266512559861,54.03316710445945,7.226581175402836,2,52.741860430319576,79.34509057731586,3.2586155115733515,9,1,6,22,679708.9172302879,10.682533818670928,Female,Postgraduate,Rural,4.781539315226883,2.3553049190723967,4.829228803916317,No,Yes,Yes,No,Yes,No,77.04494508672076,Pass
52.2094505106898,44.266629028091565,38.072918077476615,43.08011629524654,30.0,40.0,4.0,1,40.37347474490157,51.49238952506221,4.3337852540312465,7,0,6,18,388370.74090743664,9.933614487617806,Female,Postgraduate,Urban,7.904505323393549,4.283740349811898,5.09498863760511,Yes,Yes,Yes,Yes,No,No,54.396580743260245,Pass
67.73648890700623,51.82660870258995,30.0,49.08779653940256,30.42373400303419,42.704216295411975,5.205407651804323,1,44.691931450927996,54.12028691435434,4.4295119360603525,1,1,5,19,429820.84955030517,6.743219804208496,Male,School,Rural,6.683163324588516,4.220835074599816,1.005882692144683,No,Yes,No,No,Yes,No,54.292582473258655,Pass
94.00366723779933,59.35365364938926,83.00002504403312,64.9514752771314,47.140840542545064,62.48355718923203,7.036419952332991,0,49.23413089022013,79.40416200425479,4.018629027623773,7,2,7,23,756301.1427653119,11.03461236031012,Male,Postgraduate,Rural,7.130444858459049,3.8415424561372875,2.104019383805593,Yes,Yes,No,Yes,Yes,Yes,84.35366364283222,Pass
64.38495801571828,42.93320870023856,36.39812600213086,42.39837493541177,40.170677669514774,45.32584001209582,4.1341759082271565,0,40.0,42.17682158815948,2.496314173334963,9,1,2,21,840358.0733079917,7.888521015070986,Female,Postgraduate,Rural,7.559037532073478,5.570085546664033,4.807541753789463,No,Yes,Yes,No,Yes,No,51.83155800075062,Pass
81.65729142219342,68.4882518147347,51.04285038943069,81.538719234917,35.9150500709851,63.3502767961743,6.448439502607931,2,72.0856155963117,65.4546478505742,3.1564163081349346,4,1,6,23,509686.7826839386,14.114783640228433,Female,Postgraduate,Rural,7.189056278397318,7.611393207104822,3.1480652806710596,No,No,Yes,No,Yes,Yes,62.309943686258954,Pass
86.61951080144006,73.46238972651187,60.98915903005755,63.87279425971908,54.781640639370714,46.91266961269939,7.184866370759897,1,56.7792565075503,82.185156983849,2.308689142020297,5,1,1,24,747134.1531642509,1.0,Female,Postgraduate,Urban,5.769593307030725,2.0944211959191406,4.219885175759675,Yes,No,No,No,No,Yes,80.60477344088892,Pass
